Filename,Sentence,Manual-Sentiment
HDFS-10609,Current key: 1350592619.         at org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil.readSaslMessageAndNegotiatedCipherOption(DataTransferSaslUtil.java:417).,0
HDFS-10609,Current key: 1350592619.         at org.apache.solr.update.HdfsTransactionLog.close(HdfsTransactionLog.java:316).,0
HDFS-10609,"However, if the exception is thrown during pipeline recovery, the corresponding code does not handle it properly, and the exception is spilled out to downstream applications, such as SOLR, aborting its operation:.",-1
HDFS-10609,"In normal operations, if SASL negotiation fails due to {{InvalidEncryptionKeyException}}, it is typically a benign exception, which is caught and retried :.",0
HDFS-10609,"This exception should be contained within HDFS, caught and retried just like in {{createBlockOutputStream()}}",0
HDFS-10760,DataXceiver#run() just log InvalidToken exception as an error..,0
HDFS-10760,"This is not a server error and the DataXceiver#checkAccess() has already loged the InvalidToken as a warning.. A simple fix by catching the InvalidToken exception in DataXceiver#run(), only keeping the warning logged by DataXceiver#checkAccess() in the DN log.",-1
HDFS-10760,"When client has an expired token and just refetch a new token, the DN log will has an error like below:.",0
HDFS-11164,"If the block movement failure(s) are only due to block pinning, then retry is unnecessary.",0
HDFS-11164,"Since the Mover has {{dfs.mover.retry.max.attempts}} configs, it will continue moving this block until it reaches {{retryMaxAttempts}}.",0
HDFS-11164,The idea of this jira is to avoid retry attempts of pinned blocks as they won't be able to move to a different node.,0
HDFS-11164,"When mover is trying to move a pinned block to another datanode, it will internally hits the following IOException and mark the block movement as {{failure}}.",0
HDFS-11377,{quote}.,0
HDFS-11377,"2017-01-26 15:36:40,085 WARN org.apache.hadoop.hdfs.server.balancer.Dispatcher: No mover threads available: skip moving blk_13700554102_1112815018180 with size=268435456 from 10.115.67.137:50010:DISK to 10.140.21.55:50010:DISK through 10.115.67.137:50010.",0
HDFS-11377,"2017-01-26 15:36:40,085 WARN org.apache.hadoop.hdfs.server.balancer.Dispatcher: No mover threads available: skip moving blk_13881956058_1112996460026 with size=133509566 from 10.115.67.137:50010:DISK to 10.140.21.55:50010:DISK through 10.115.67.36:50010.",0
HDFS-11377,"2017-01-26 15:36:40,085 WARN org.apache.hadoop.hdfs.server.balancer.Dispatcher: No mover threads available: skip moving blk_4009558842_1103118359883 with size=268435456 from 10.115.67.137:50010:DISK to 10.140.21.55:50010:DISK through 10.115.67.137:50010.",0
HDFS-11377,"In the log, there are lots of WARN about ""No mover threads available"".. {quote}.",0
HDFS-11377,The stack trace shows it waiting forever like below..,0
HDFS-11377,"What happened here is, when there are no mover threads available, DDatanode.isPendingQEmpty() will return false, so Balancer hung.",0
HDFS-11377,"When running balancer on large cluster which have more than 3000 Datanodes, it might be hung due to ""No mover threads available""..",0
HDFS-11508,Bind can fail in SimpleTCPServer & Portmap because socket is in TIME_WAIT state.. Socket options should be changed here to use the setReuseAddress option.,-1
HDFS-11515,A ConcurrentModificationException forced du to terminate abruptly..,0
HDFS-11515,"Basically, a HashSet can not be updated while an iterator is traversing it.",0
HDFS-11515,"Correspondingly, NameNode log has the following error:.",0
HDFS-11515,"HDFS-10797 fixed a disk summary (-du) bug, but it introduced a new bug..",-1
HDFS-11515,The bug can be reproduced running the following commands:.,0
HDFS-11515,"The bug is due to a improper use of HashSet, not concurrent operations.",0
HDFS-11526,The following error message is wrong..,-1
HDFS-11526,"The operation performed in the try block is an attempt to recover the block, not obtain replica info from the datanode..",0
HDFS-11526,This is the error message printed by the above code:,0
HDFS-1158,# /disk0 that is used for storing PID goes read-only .,0
HDFS-1158,# /tmp disk goes read-only.,0
HDFS-1158,1) .,0
HDFS-1158,2) .,0
HDFS-1158,and probably more..,0
HDFS-1158,"I can recover the missing blocks but it takes some time.. Also, we are losing track of block movements since log directory can also go to read-only but datanode would continue running.. For 0.21 release, can we revert HDFS-457 or make it configurable?",-1
HDFS-1158,"In our environment, /tmp and /disk0 are from the same device..",0
HDFS-1158,or .,0
HDFS-1158,"When trying to restart a datanode, it would fail with.",0
HDFS-1158,"Whenever we restart a cluster, there's a chance of losing some blocks if more than three datanodes don't come up.. HDFS-457 increases this chance by keeping the datanodes up even when .",-1
HDFS-11593,"A busy datanode may have many client disconnect exception logged with stack like below, which does not provide much useful information.",-1
HDFS-11593,Propose to reduce the log level from info to debug.,0
HDFS-11741,"In a specific cluster, with Kerberos ticket life time 10 hours, and default block token expiration/life time 10 hours, a long running balancer failed after 20~30 hours.",0
HDFS-11741,This bug is similar in nature to HDFS-10609.,0
HDFS-11741,"We found a long running balancer may fail despite using keytab, because KeyManager returns expired DataEncryptionKey, and it throws the following exception:.",0
HDFS-11741,"While balancer KeyManager actively synchronizes itself with NameNode w.r.t block keys, it does not update DataEncryptionKey accordingly..",-1
HDFS-12363,"In that version, {{BlockManager}} code is:",0
HDFS-12363,Saw NN going down with NPE below:.,0
HDFS-12383,Logs below:.,0
HDFS-12383,"Seen an instance where the re-encryption updater exited due to an exception, and later tasks no longer executes.",0
HDFS-12383,Updater should be fixed to handle canceled tasks better.,-1
HDFS-12498,*Log Snippet:*,0
HDFS-12498,"Journal Syncer is not getting started in HDFS + Federated cluster, when dfs.shared.edits.dir.<<nameserviceId>> is provided, instead of dfs.namenode.shared.edits.dir .",0
HDFS-12833,Basically Delete option applicable only with update or overwrite options.,0
HDFS-12833,Even in Document also it's not updated proper usage.,-1
HDFS-12833,I tried as per usage message am getting the bellow exception..,0
HDFS-12836,"However, in the following code:.",-1
HDFS-12836,"it is possible that {{remoteLog.getStartTxId()}} could be greater than {{endTxId}}, and therefore will cause the following error:",-1
HDFS-12836,"When {{dfs.ha.tail-edits.in-progress}} is true, edit log tailer will also tail those in progress edit log segments.",0
HDFS-129,.,0
HDFS-129,.,0
HDFS-129,"After dfsadmin -refreshNodes, datanode was able to join back.",0
HDFS-129,"Somehow, instead of getting 'reject' message, datanode shutdown with NPE.",-1
HDFS-129,"Stack trace,",0
HDFS-129,"When bringing back a decommissioned node, we forgot to take out the hostname from dfs.hosts.exclude and call dfsadmin -refreshNodes.",0
HDFS-13023,Fails with the following exception.,0
HDFS-13145,"Between each batch, it will wait for the JNs to reach a quorum.",0
HDFS-13145,"Even though we are using a 2.8.2 backport, I believe the same issue also exist in 3.0.x.",0
HDFS-13145,"However, if the ANN crashes in between, then SBN will crash while transiting to ANN:.",0
HDFS-13145,"In our environment, this can be reproduced pretty consistently, which will leave the cluster with no running namenodes.",0
HDFS-13145,"This is because without the dummy batch, the {{commitTxnId}} will lag behind the {{endTxId}}, which caused the check in {{openForWrite}} to fail:.",0
HDFS-13145,"With edit log in-progress edit log tailing enabled, {{QuorumOutputStream}} will send two batches to JNs, one normal edit batch followed by a dummy batch to update the commit ID on JNs..",0
HDFS-13164,"- client {{startFile}} rpc to NN, gets a {{DFSOutputStream}}..  - writing to the stream would trigger the streamer to {{getAdditionalBlock}} rpc to NN, which would get the DSQuotaExceededException.",0
HDFS-13164,- client closes the stream.,0
HDFS-13164,"# {{isClosed}} is first checked, and the close call will be a no-op if {{isClosed == true}}..  # {{flushInternal}} checks {{isClosed}}, and throws the exception right away if鑱絫rue.",0
HDFS-13164,.,0
HDFS-13164,{{isClosed}} does this: {{return closed || getStreamer().streamerClosed;}}.,0
HDFS-13164,"Because the streamer runs in a separate thread, at the time the client calls close on the stream, the streamer may or may not have reached the Quota exception.",0
HDFS-13164,"However, the file would be left in openforwrite status (shown in鑱絳{fsck -openforwrite)}} at least, and could potentially leak leaseRenewer too..",-1
HDFS-13164,"If it has, then due to #1, the close call on the stream will be no-op.",0
HDFS-13164,"If it hasn't, then due to #2 the {{completeFile}} logic will be skipped.. Log snippets:",0
HDFS-13164,"If the dir's space quota is exceeded, the following would happen when a file is created:.",0
HDFS-13164,The fact that this would leave a 0-sized (or whatever size left in the quota) file in HDFS is beyond the scope of this jira.,0
HDFS-13164,"This is because in the close implementation,.",0
HDFS-13164,This is found during yarn log aggregation but theoretically could happen to any client..,-1
HDFS-13164,"When the disk quota is reached, {{getAdditionalBlock}} will throw when the streamer calls.",0
HDFS-13368,TestEndPoint#testHeartbeatTaskToInvalidNode,0
HDFS-13368,These parameters are not set in TestEndPoint which lead these to fail consistently.. TestEndPoint#testRegisterToInvalidEndpoint.,0
HDFS-13368,"With聽HDFS-13300, the hostName and IpAdress in the DatanodeDetails.proto file made required fiields.",0
HDFS-13485,curl -k -i --negotiate -u : "https://hadoop3-4.example.com:20004/webhdfs/v1".,0
HDFS-13485,DataNode Web UI should do a better error checking/handling.,-1
HDFS-13721,.,0
HDFS-13721,Changing it to an IOE will also allow jmx to return '' correctly for \{{getDiskBalancerStatus}}.,0
HDFS-13721,Should improve the NPE.,0
HDFS-13721,We have seen the above exception at datanode startup time.,0
HDFS-3326,"""dfs.support.append"" is set to true.",0
HDFS-3326,=====.,0
HDFS-3326,========,0
HDFS-3326,At the NN side log the append enable is set to false..,0
HDFS-3326,Code:.,0
HDFS-3326,NN logs.,0
HDFS-3326,started NN in non-HA mode.,0
HDFS-3326,This is because in code append enabled is set to HA enabled value.Since Started NN in non-HA mode the value for append is false.,0
HDFS-3332,Here when Directory scanner is trying to report badblock we got a NPE.,0
HDFS-3332,I corrupted 1 block and found .,0
HDFS-3332,There is 1 NN and 1 DN (NN is started with HA conf).,0
HDFS-3374,"The testcase is failing because the MiniDFSCluster is shutdown before the secret manager can change the key, which calls system.exit with no edit streams available.",0
HDFS-3398,.,0
HDFS-3398,=========.,0
HDFS-3398,"Before start writing to the DN ,kill the primary DN.. Now write will fail with the exception .",0
HDFS-3398,Scenario:.,0
HDFS-3398,Start NN and three DN"S. Get the datanode to which blocks has to be replicated.. from .,0
HDFS-35,Fixing this could be trivial.,0
HDFS-35,If a file has a replicaiton of 3 and setReplication() is used to set the replication to 1 we will see following log in NameNode log : .,0
HDFS-3597,But the check is too strict and considers "different metadata version" to be the same as "different clusterID"..,-1
HDFS-3597,I believe the check in {{doCheckpoint}} simply needs to explicitly check for and handle the update case.,0
HDFS-3597,"The error check we're hitting came from HDFS-1073, and it's intended to verify that we're connecting to the correct NN.",0
HDFS-3597,"When upgrading from 1.x to 2.0.0, the SecondaryNameNode can fail to start up:.",0
HDFS-3824,{{testHdfsDelegationToken}} fails if not run before {{testSelectHftpDelegationToken}} and {{testSelectHsftpDelegationToken}}:.,0
HDFS-3824,Debug output:,0
HDFS-3828,{{BlockPoolSliceScanner#scan}} calls cleanUp every time it's invoked from {{DataBlockScanner#run}} via {{scanBlockPoolSlice}}.,0
HDFS-3828,{quote}.,0
HDFS-3828,As a result a cluster with just one block repeatedly rescans it every 10 seconds:.,0
HDFS-3828,"But cleanUp unconditionally roll()s the verificationLogs, so after two iterations we have lost the first iteration of block verification times.",-1
HDFS-3828,"To fix this, we need to avoid roll()ing the logs multiple times per period.",0
HDFS-3919,"A test run hung due to a known system config issue, but the hang was interesting:.",1
HDFS-3919,The MiniDFSCluster should give up after a few seconds.,0
HDFS-4006,"It looks like the background checkpoint fails, conflicts with the explicit checkpoints done by the tests (note the backtrace is not for the doCheckpoint calls in the tests.",0
HDFS-4006,"TestCheckpoint#testSecondaryHasVeryOutOfDateImage occasionally fails due to unexpected exit, due to an NPE while checkpointing.",-1
HDFS-4128,- Future checkpoints then fail because the prior edit log replay only got halfway through the stream:,0
HDFS-4128,- It fails in the middle of replay due to an OOME:.,0
HDFS-4128,- The 2NN downloads an edit log segment:.,0
HDFS-4128,We saw the following issue in a cluster:.,0
HDFS-4201,Saw the following NPE in a log..,0
HDFS-4201,"Think this is likely due to {{dn}} or {{dn.getFSDataset()}} being null, (not {{bpRegistration}}) due to a configuration or local directory failure.",0
HDFS-4426,"After HADOOP-9181 went in, the secondary namenode immediately shuts down after it is started.",0
HDFS-4426,Apparently we were implicitly relying on the fact that the HttpServer QueuedThreadPool threads were not daemon threads to keep the secondary namenode process up.,0
HDFS-4426,From the startup logs:.,0
HDFS-4426,"I looked into the issue, and it's shutting down because SecondaryNameNode.main starts a bunch of daemon threads then returns.",0
HDFS-4426,"With nothing but daemon threads remaining, the JVM sees no reason to keep going and proceeds to shutdown.",0
HDFS-4813,At the end of the log:,0
HDFS-4813,TestBlocksWithNotEnoughRacks may fail occasionally due to the bug:.,0
HDFS-4841,Hadoop version:.,0
HDFS-4841,"I'll attach my core-site.xml, hdfs-site.xml, NN and DN output logs.",0
HDFS-4841,I'm seeing a problem when issuing FsShell commands using the webhdfs:// URI when security is enabled.,0
HDFS-4841,I've checked that FsShell + hdfs:// commands and WebHDFS operations through curl work successfully:.,1
HDFS-4841,The command completes but leaves a warning that ShutdownHook 'ClientFinalizer' failed..,-1
HDFS-4841,"When I disable security, the warning goes away..",0
HDFS-4850,"and forced another checkpoint, fetched the fsimage, and reran the OfflineImageViewer.",0
HDFS-4850,"Attached are the data dirs, the fsimage before creating the empty file (fsimage_0000000000000000004) and the fsimage afterwards (fsimage_0000000000000000004) and their outputs, oiv_out_1 and oiv_out_2 respectively..",0
HDFS-4850,I deployed hadoop-trunk HDFS and created _/user/schu/_.,0
HDFS-4850,I don't run into this problem using hadoop-2.0.4-alpha.,0
HDFS-4850,I encountered a NegativeArraySizeException:.,0
HDFS-4850,"I then forced a checkpoint, fetched the fsimage, and ran the default OfflineImageViewer successfully on the fsimage..",1
HDFS-4850,I then touched an empty file _/user/schu/testFile1_.,0
HDFS-4850,I've reproduced this scenario after formatting HDFS and restarting and touching an empty file _/testFile1_..,0
HDFS-4850,The oiv_out_2 does not include the empty _/user/schu/testFile1_..,0
HDFS-4850,This is reproducible.,0
HDFS-5185,.,0
HDFS-5185,DataNode fails to startup if one of the data dirs configured is out of space.,-1
HDFS-5185,fails with following exception.,0
HDFS-5185,It should continue to start-up with other data dirs available.,0
HDFS-5291,And then we get into safemode,0
HDFS-5291,"In our test, we saw NN immediately went into safemode after transitioning to active state.",-1
HDFS-5291,Some log snippets:.,0
HDFS-5291,standby state to active transition.,0
HDFS-5291,This can cause HBase region server to timeout and kill itself.,-1
HDFS-5291,We should allow clients to retry when HA is enabled and ANN is in SafeMode.. ============================================.,0
HDFS-5322,While running HA tests we have seen issues were we see HDFS delegation token not found in cache errors causing jobs running to fail.,0
HDFS-5710,From https://builds.apache.org/job/hbase-0.96-hadoop2/166/testReport/junit/org.apache.hadoop.hbase.mapreduce/TestTableInputFormatScan1/org_apache_hadoop_hbase_mapreduce_TestTableInputFormatScan1/ :.,0
HDFS-5710,"Looks like getRelativePathINodes() returned null but getFullPathName() didn't check inodes against null, leading to NPE.",-1
HDFS-6102,Found by [~schu] during testing.,0
HDFS-6102,"Some further research reveals there's a 64MB max size per PB message, which seems to be what we're hitting here.",0
HDFS-6102,"We were creating a bunch of directories in a single directory to blow up the fsimage size, and it ends up we hit this error when trying to load a very large fsimage:.",-1
HDFS-6178,Active NN picked machine F as the target.,0
HDFS-6178,Active picked D and E as excess DNs.,0
HDFS-6178,"After the next block reports from D and E, active NN has 3 active replicas (A, B, C), 0 excess replica..",0
HDFS-6178,"At this point, you have one decommissioning replica (A), 1 active replica (B), one excess replica (C).. 3.",0
HDFS-6178,Currently decommissioning machines in HA-enabled cluster requires running refreshNodes in both active and standby nodes.,0
HDFS-6178,"For a given block, both active and standby have 5 replicas on machine A, B, C, D, E. So both active and standby decide to pick excess nodes to invalidate..",0
HDFS-6178,"Given DNs ignore commands from standby, After the next block reports from C, D, E,  standby has 2 active replicas (A, B), 1 excess replica (C).. 2.",0
HDFS-6178,Here is an example.. Machine A.,0
HDFS-6178,Here is the diagnosis of why it could happen..,0
HDFS-6178,It finished properly.,0
HDFS-6178,Machine A decomm request was sent to active NN.,0
HDFS-6178,Machine A decomm request was sent to standby.,0
HDFS-6178,Machine B.,0
HDFS-6178,Machine C. Machine D. Machine E. Machine F. Machine G. Machine H. 1.,0
HDFS-6178,So active NN and standby NN could have different states.,0
HDFS-6178,"So active NN had 3 active replicas (B, C, F), one decommissioned replica (A).. 4.",0
HDFS-6178,Sometimes decommissioning won't finish from standby NN's point of view.,-1
HDFS-6178,"Standby NN kept trying to schedule replication work, but DNs ignored the commands.",-1
HDFS-6178,Standby NN picked up F as a new replica.,0
HDFS-6178,Standby NN's blockManager manages blocks replication and block invalidation as if it is the active NN; even though DNs will ignore block commands coming from standby NN.,0
HDFS-6178,"Standby only had one live replica and picked machine G, H as targets, but given standby commands was ignored by DNs, G, H remained in pending replication queue until they are timed out.",-1
HDFS-6178,"Standby pick C, E as excess DNs.",0
HDFS-6178,"Thus standby had one decommissioning replica (A), 2 active replicas (B, F), one excess replica (C).",0
HDFS-6178,"When standby NN makes block operation decisions such as the target of block replication and the node to remove excess blocks from, the decision is independent of active NN.",0
HDFS-6178,When we try to decommission nodes on standby nodes; such state inconsistency might prevent standby NN from making progress.,0
HDFS-62,From the namenode log:.,0
HDFS-62,From the secondary namenode log:,0
HDFS-62,I have set up {{dfs.secondary.http.address}} like this:.,0
HDFS-62,"In my setup {{secondary.example.com}} resolves to an IP address (say, 192.168.0.10) which is not the same as the host's name (as returned by {{InetAddress.getLocalHost().getHostAddress()}}, say 192.168.0.1)..",0
HDFS-62,"In this situation, edit log related transfers fail.",0
HDFS-6348,.,0
HDFS-6348,But when I check the environment SecondaryNamenode process is alive.,-1
HDFS-6348,I'm attaching threaddump to this JIRA for more details about the thread.,0
HDFS-6348,"Secondary Namenode is not exiting when there is RuntimeException occurred during startup.. Say I configured wrong configuration, due to that validation failed and thrown RuntimeException as shown below.",-1
HDFS-6348,"When analysed, RMI Thread is still alive, since it is not a daemon thread JVM is nit exiting.",0
HDFS-6462,1) Create user named UserB and UserA.,0
HDFS-6462,2) Create group named GroupB.,0
HDFS-6462,3) Add root and UserB users to GroupB.,0
HDFS-6462,4) Set below properties.,0
HDFS-6462,4) start nfs server as UserA.,0
HDFS-6462,5) mount nfs as root user.,0
HDFS-6462,6) run below command .,0
HDFS-6462,Fsstat fails in secure environment with below error.. Steps to reproduce:.,0
HDFS-6462,Make sure UserA is not in GroupB.,0
HDFS-6462,NFS Logs complains as below,-1
HDFS-6481,"However, when the length of storageIDs is shorter than that of datanodeID, we would get ArrayIndexOutOfBoundsException.",-1
HDFS-6481,Ian Brooks reported the following stack trace:.,0
HDFS-6481,The loop is controlled by the length of datanodeID:.,0
HDFS-6797,.,0
HDFS-6797,Actually name node's layout version is displayed as the "new LV" value..,0
HDFS-6797,"after upgrade completing, restart of DN still shows message regarding version difference:.",0
HDFS-6797,"Before upgrade, data node version was -55.",0
HDFS-6797,During upgrade we got he following messages:.,0
HDFS-6797,"Since the data node and name node layout versions are separate now, the new data node layout version should be shown as the 閳ユ笜ew LV閳.",0
HDFS-6797,Thanks to [~ehf] who found and reported this issue.,1
HDFS-6797,The new data node version remained at -55.,-1
HDFS-6797,This causes confusion to the operators as if upgrade did not succeed since data node's layout version is not updated to the "new LV" value.,-1
HDFS-6823,"If Kerberos isn't configured, we shouldn't try to display the principal message, never mind the raw text of the configuration option.",-1
HDFS-6823,Starting the namenode on a system not running Kerberos results in the following showing up in the log:.,0
HDFS-7236,AND,0
HDFS-7236,AND.,0
HDFS-7236,Creating this jira for it (The other two tests that failed more often were reported in separate jira HDFS-7221 and HDFS-7226).,0
HDFS-7236,Per the following report.,0
HDFS-7236,Symptom:.,0
HDFS-7236,TestOpenFilesWithSnapshot.testOpenFilesWithMultipleSnapshots failed in most recent two runs in trunk.,0
HDFS-7916,"if any badblock found, then BPSA for StandbyNode will go for infinite times to report it.",0
HDFS-7996,"{{FsVolumeList#removeVolume}} waits all threads release {{FsVolumeReference}} on the volume to be removed, however, in {{PacketResponder#finalizeBlock()}}, it calls.",-1
HDFS-7996,The {{FsVolumeReference}} was released in {{BlockReceiver.this.close()}} before calling {{datanode.data.finalizeBlock(block)}}.,0
HDFS-7996,"When removing a disk from an actively writing DataNode, the BlockReceiver working on the disk throws {{ReplicaNotFoundException}} because the replicas are removed from the memory:.",0
HDFS-8173,NPE thrown at Datanode startup --,0
HDFS-8276,bq.,0
HDFS-8276,but I think it is simple enough to change the meaning of the value so that zero means 'never scrub'.,0
HDFS-8276,Currently namenode startup is failing if interval configured zero,0
HDFS-8276,"Let me post an updated patch.. As discussed in [HDFS-6929|https://issues.apache.org/jira/browse/HDFS-6929], scrubber should be disable if *dfs.namenode.lazypersist.file.scrub.interval.sec* is zero..",0
HDFS-872,"After upgrading to that latest HDFS 0.20.2 (r896310 from /branches/branch-0.20), old DFS clients (0.20.1) seem to not work anymore.",0
HDFS-872,HBase uses the 0.20.1 hadoop core jars and the HBase master will no longer startup.,0
HDFS-872,Here is the exception from the HBase master log:.,0
HDFS-872,"If I switch the hadoop jars in the hbase/lib directory with 0.20.2 version it works well, which what led me to open this bug here and not in the HBASE project.",0
HDFS-8807,Here is an example of "mis-configration" that leads to datanode failure..,0
HDFS-8807,Here is the "fixed" version.,0
HDFS-8807,if you add a space between the storage type and file URI then datanodes fail during startup..,0
HDFS-8807,Please *note* the lack of space between \[DISK\] and file URI.,0
HDFS-8807,"we fail with a parsing error, here is the info from the datanode logs.",0
HDFS-9624,And I know that Scanning blocks on volume and then calculating the dfsUsed costs the most of time.,0
HDFS-9624,And it looks not suitable for here.,0
HDFS-9624,"Because my datanode's migiration costs the much time, so that dfsUsed value can't use cache-dfsused and should be doing du operations.",0
HDFS-9624,But actually I don't need do it again because there has no operations in these datanodes.,-1
HDFS-9624,It seems starting datanode so slowly when I am finishing migration of datanodes and restart them.I look the dn logs:.,-1
HDFS-9624,The 600 seconds is a dead code.,0
HDFS-9624,The info is these:.,0
HIVE-10690,Noticed a bunch of these stack traces in hive.log while running some unit tests:,0
HIVE-10736,The shutdown process throws concurrent modification exceptions and fails to clean up the app masters per queue.,0
HIVE-10801,It seems that the tblPath is still null when shims.isPathEncrypted is called..,0
HIVE-10801,Thanks to [~asreekumar] for uncovering this issue !,1
HIVE-10801,The following code in HiveMetaStore seems to have caused this issue :.,0
HIVE-10801,"When trying to drop a view, hive log shows:.",0
HIVE-11301,and CLI hangs for a really long time while this thing is retrying.,-1
HIVE-11301,and then.,0
HIVE-11301,On metastore side it looks like this:.,0
HIVE-11301,Which on client manifests as.,0
HIVE-11540,[ngmathew@upladevhwd04v ~]$ tail -f /var/log/hive/hivemetastore.log.,0
HIVE-11540,"2015-08-12 15:36:18,443 ERROR [upladevhwd04v.researchnow.com-18]: compactor.Worker (Worker.java:run(176)) - Caught exception while trying to compact weblogs.vop_hs.dt=15-08-12.",0
HIVE-11540,Any suggestions on what I can do to improve performance?,0
HIVE-11540,at java.security.AccessController.doPrivileged(Native Method).,0
HIVE-11540,at javax.security.auth.Subject.doAs(Subject.java:415).,0
HIVE-11540,at org.apache.hadoop.hive.ql.txn.compactor.CompactorMR.run(CompactorMR.java:186).,0
HIVE-11540,at org.apache.hadoop.hive.ql.txn.compactor.Worker$1.run(Worker.java:169).,0
HIVE-11540,at org.apache.hadoop.hive.ql.txn.compactor.Worker.run(Worker.java:166).,0
HIVE-11540,at org.apache.hadoop.mapred.JobClient.runJob(JobClient.java:865).,0
HIVE-11540,at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1657).,0
HIVE-11540,"Hello,.",0
HIVE-11540,hive.compactor.initiator.on = true.,0
HIVE-11540,hive.compactor.worker.threads = 5.,0
HIVE-11540,hive.input.format = org.apache.hadoop.hive.ql.io.HiveInputFormat,0
HIVE-11540,hive.txn.manager = org.apache.hadoop.hive.ql.lockmgr.DbTxnManager.,0
HIVE-11540,hive.vectorized.execution.enabled = false.,0
HIVE-11540,"I am streaming weblogs to Kafka and then to Flume 1.6 using a Hive sink, with an average of 20 million records a day.",0
HIVE-11540,"I have 5 compactors running at various times (30m/5m/5s), no matter what time I give, the compactors seem to run out of memory cleaning up a couple thousand delta files and ultimately falls behind compacting/cleaning delta files.",-1
HIVE-11540,I used this post as reference: http://henning.kropponline.de/2015/05/19/hivesink-for-flume/.,0
HIVE-11540,"Marking clean to avoid repeated failures, java.io.IOException: Job failed!.",0
HIVE-11540,Or can Hive streaming not handle this kind of load?.,0
HIVE-11540,Settings:.,0
HIVE-11540,Table stored as ORC.,0
HIVE-11902,"The problem here is that the method {{abortTxns(Connection dbConn, List<Long> txnids)}} in metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java creates the following bad query when txnids list is empty.",-1
HIVE-11902,When cleaning left over transactions we see the DeadTxnReaper code threw the following exception:.,0
HIVE-12364,failed at moveTask.,0
HIVE-12364,hive client log:,0
HIVE-12364,insert into/overwrite directory '/path' invokes distcp for moveTask and fails.,0
HIVE-12364,insert overwrite into '/tmp/testinser' select * from customer;.,0
HIVE-12364,PROBLEM:.,0
HIVE-12364,query when execution engine is Tez .,0
HIVE-12364,set hive.exec.copyfile.maxsize=40000;.,0
HIVE-12662,And I got.,0
HIVE-12662,It is using 鈥 RelMetadataQuery.getRowCount鈥 which is always at least 1.,0
HIVE-12662,"L96 of HiveSortJoinReduceRule, you will see .",0
HIVE-12662,"This is the problem that we resolved in CALCITE-987.. To confirm this, I just run the q file :.",0
HIVE-12662,via [~pxiong],0
HIVE-12815,"and returns null, then it fails with NPE:.",0
HIVE-12815,First it logs why it cannot get stats:.,0
HIVE-12815,I was running something like create table as select 1;.,0
HIVE-12815,Only "NullPointerException null" is logged to CLI... :(,-1
HIVE-13002,Discovered in some q test run:,0
HIVE-13017,"The following query fails, when Azure Filesystem is used as default file system, and HDFS is used for intermediate data.. hivesever2 log shows:",0
HIVE-13128,Nullscan provides uris of the form nullscan://null/ - which are added to the list of FileSystems for which Tez should obtain tokens..,-1
HIVE-13128,This is while trying to obtain tokens for,0
HIVE-13174,If you have a table with a bin column you're hs2/client logs are full of the stack traces below.,-1
HIVE-13174,These should either be made debug or we just log the message not the trace.,0
HIVE-13261,Error msg:,0
HIVE-13261,To repro.,0
HIVE-13361,But this new merged file will have 128KB buffer size (estimated buffer size and not requested buffer size).,0
HIVE-13361,Consider the following table with files.,0
HIVE-13361,Following exception will be thrown when reading the table after concatenation,0
HIVE-13361,"If we perform ALTER TABLE .. CONCATENATE on the above table with HIVE-11807, then depending on the split arrangement 000000_0 and 000001_0 will be concatenated together to new merged file.",0
HIVE-13361,Since new ORC writer size does not honor the requested buffer size the new merged files will have smaller buffers than the required 256KB making the file unreadable.,0
HIVE-13361,This can have undesired effect wrt file concatenation.,-1
HIVE-13361,With HIVE-11807 buffer size estimation happens by default.,0
HIVE-13743,Data move codepath is broken with hive 2.1.0-SNAPSHOT with hadoop 2.8.0-snapshot.. https://github.com/apache/hive/blob/26b5c7b56a4f28ce3eabc0207566cce46b29b558/ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java#L2836.,0
HIVE-13743,hdfsEncryptionShim.isPathEncrypted(destf) in Hive could end up throwing FileNotFoundException as the destf is not present yet.,-1
HIVE-13743,This causes moveFile to fail.,0
HIVE-13810,runs into the following error:,0
HIVE-13810,When running using beeline (as a non hdfs user).,0
HIVE-13856,Couple of ways the following [post|http://www.oratable.com/oracle-insert-all/] describe is either inserting each row individually or use the {{INSERT ALL}} semantics.,0
HIVE-13856,ends up building a query of the form.,0
HIVE-13856,I think the reason here is that.,0
HIVE-13856,Oracle doesn't like this way of inserting multiple rows of data.,0
HIVE-13872,Simplified query,0
HIVE-13872,TPC-DS Q13 produces a cross-product without CBO simplifying the query.,-1
HIVE-14173,"hive.metastore.try.direct.sql is initially set to false in HMS hive-site.xml, then changed to true using set metaconf command in the middle of a session, running a query will be thrown NPE with error message is as following:",0
HIVE-14292,Saw the following detailed stack in the server log:,0
HIVE-14292,While creating a ACID table ran into the following error:.,0
HIVE-14355,I guess this should happen even for other conversions.,-1
HIVE-14355,When schema is evolved from any integer type to string then following exceptions are thrown in LLAP (Works fine in Tez).,0
HIVE-14607,HIVE-14448 was supposed to have fixed it....,-1
